,弹幕内容
3352,老刘聪明啊
3353,知道干不下去了
3354,要来了
3355,合影
3356,牛皮
3357,何进与何太后两兄妹的选择真的看得让人捉急
3358,卖惨ing
3359,清晰可见泪痕
3360,3.03
3361,发展下线2/2
3362,目测前方名场面
3363,小关是我见过最单纯的男孩子
3364,这四个字我已经不认识了
3365,张飞善画美人？
3366,hai
3367,骆宾王：？？？
3368,他就拿来忽悠现代人都忽悠不来hhhhhh
3369,确实 画面模糊一点看更有感觉
3370,黄巾高达
3371,来啦
3372,财神出处
3373,那时候平均寿命短，28属实人到中年
3374,张飞：我好像亏了
3375,啊这
3376,大弟，三哥
3377,我，汉室宗亲，打钱。
3378,词曲双绝，且完美契合三国风云。听得此曲，厚重的历史感扑面而来！
3379,董卓那个弟弟就是恰好救驾
3380,你说的那个人是不是……？
3381,汉帝国
3382,俺也一样
3383,宦官外戚
3384,来了
3385,温格下课
3386,这是面试去了？
3387,一曲唱尽历史沧桑
3388,叫你挪开，没让你举起来啊！！！！！！
3389,刘备大街都能招兵买马，顶级星探不过如此2333
3390,猪肉怕是30斤，话说你们能减肥这么多吗
3391,？你绿豆不要了？
3392,居然又有了啊啊啊啊啊
3393,俺也一样
3394,于吉这么早就出场了？？？
3395,无懈可击
3396,在下姓爸名爸 字爹 你可以叫我父亲
3397,不可能，我二弟天下无敌
3398,啊这！
3399,你们不要再打了！
3400,传销组织（doge）
3401,为君与操尔
3402,泪目
3403,屠龙宝刀，点击寄送
3404,张飞小米锅巴
3405,啊这
3406,三爷是地主啊
3407,俺也一样
3408,危危危危危危
3409,这么看刘备好帅
3410,小破站NB
3411,我靠啊啊啊啊啊啊啊啊我爱死小破站了啊啊啊啊啊啊啊啊
3412,666666
3413,哈哈哈哈三弟太可爱了
3414,刘备背景还是可以的
3415,爷青回啊
3416,无中生友
3417,雷姆
3418,苍天已死
3419,俺也一样
3420,普通的大臣上朝不能穿鞋和佩剑的
3421,真·财神
3422,哈哈哈哈哈哈
3423,慕容复？
3424,俺也一样
3425,俺也一样
3426,佩服
3427,张飞牛肉
3428,是但愿
3429,上梁山，取西经
3430,ko no刘备da
3431,？？？
3432,细细地切作臊子，不要一点肥的在上面
3433,俺也一样
3434,二爷：血赚
3435,这扇子怎么像小旗子
3436,俺也一样
3437,合影
3438,ko no 刘备 da
3439,打钱
3440,百姓被壁到什么地步了
3441,雷姆雷姆雷姆雷姆
3442,俺也一样！
3443,暗示
3444,诸葛丞相粉丝报道！！！
3445,。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
3446,俺也一样
3447,？？？
3448,这道令，一切的开端啊
3449,魅力99男人的哭泣，谁人可挡
3450,桃园
3451,俺也一样
3452,，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，，！，！！，，，？？？！！！，！！！，！！，，！，，，，，，！！？？，？！！，，！？？？，，，！！？！。？。，    
3453,是                           我
3454,来了来了
3455,俺也一样
3456,俺也一样
3457,啊这
3458,众人尴尬
3459,俺也一样X3
3460,正是在下
3461,粉蛆张飞
3462,都付笑谈中
3463,6666
3464,俺也一样
3465,牛皮这里也有了
3466,俺也一样
3467,6666666
3468,你是复读机？你是复读机？你是复读机？
3469,盼望着，盼望着，小破站终于买了四大名著
3470,俺也一样 提示三连
3471,是你的，但是你得自己切 哈
3472,桃园结义当然拜皇天后土
3473,红与黑
3474,张角五官还蛮清秀的
3475,那……当时诸葛亮只有八岁
3476,嘟嘟
3477,演得也太好了吧！但是看弹幕我笑傻了
3478,杀去长安，夺了鸟位
3479,狗贼
3480,感动
3481,正是在下
3482,好听啊
3483,俺也一样
3484,咋这个督邮演技这么好
3485,俺也一样
3486,老诈骗师了
3487,现在才28？？
3488,三爷一笑我也笑了233
3489,说来就来！！！
3490,全体起立！！
3491,要来了
3492,飞哥好
3493,哼
3494,大汉最牛逼的铁匠铺
3495,饺子加油
3496,哈哈哈哈
3497,憋死人啦
3498,你们不要再打了啦
3499,要来了要来了
3500,走了，再听就流泪了
3501,你若不离，我便不弃
3502,文工团
3503,结义肯定拜关老爷啊
3504,黄祖来了
3505,我不敢呐
3506,俺也一样
3507,我不敢啊
3508,梅开二度
3509,梅开三度
3510,得得得得得得
3511,俺也一样
3512,苍天已死，黄天当立
3513,三丁抽一，四六征税
3514,英雄气一直都在，在心底。
3515,杀我我有闪
3516,太鼓达人俺也一样
3517,你们不要再打了～住手～
3518,哇，经典不愧是经典
3519,戴绿帽 卖绿豆
3520,守护最可爱的翼德小分队来了
3521,刘领导发话了
3522,俺也一样！
3523,工具人1号，工具人2号
3524,买官是有的
3525,这督邮演技爆炸
3526,名场面来了
3527,要来了
3528,老三国终于回来了！！！！！！！！！！！！！！！
3529,土豪
3530,新手村神级铁匠！三把神器到手
3531,豪横
3532,解剑脱鞋细节好评
3533,张飞是书法家，张飞贴很有名的
3534,来了
3535,飞飞开心的直蹦哒
3536,1
3537,绑上好挨打
3538,开心！！！！！
3539,俺也一样
3540,牛逼
3541,热血沸腾啊
3542,牛逼牛逼
3543,苍天已死
3544,你脸红个泡泡茶壶啊
3545,大哥你说话啊大哥
3546,哈哈牛逼
3547,张飞还挺高兴的
3548,开局SSR和UR武将
3549,俺也一样
3550,皇叔七尺半 七尺的是曹操
3551,俺也一样
3552,刘备：真好啊 我得想办法把他俩搞到手
3553,危
3554,俺也一样
3555,经典老番
3556,开始你的表演
3557,太帅了
3558,俺也一样！俺也一样！
3559,俺也一样！
3560,要钱没有，要命不给
3561,经典老番
3562,俺也一样
3563,俺也一样！俺也一样！俺也一样！俺也一样！俺也一样！
3564,俺也一样！俺也一样！俺也一样俺也一样！俺也一样！！
3565,俺也一样！俺也一样！俺也一样！
3566,不可胡言：闷声发大财
3567,欧尼酱
3568,老白嫖怪了
3569,要打在城外打
3570,关二爷狠人
3571,俺也一样
3572,雷公电母听我号令
3573,督邮路走窄了
3574,但见桃花送流水
3575,哈哈哈哈哈哈哈
3576,弹幕迟早要笑死我
3577,二爷是九尺啊
3578,皇叔我就服你
3579,张飞：我怎么就成三弟了，哭了
3580,切十斤臊子，十斤软骨
3581,1刘=1关+1张！！！
3582,俺也一样
3583,就数督邮窝心啊
3584,无语呀
3585,开始了
3586,刘备第一大骗子
3587,备：技能冷却中
3588,演技是真好
3589,上抱郭嘉，下按徐庶
3590,俺也一样
3591,俺也一样
3592,俺也一样
3593,这演技真好
3594,给你丈八
3595,开局遇到关张，这运气
3596,钱？要多少有多少~
3597,看三国确实拍的好
3598,老三说的实话
3599,俺也一样
3600,有三弟，不冷清
3601,哈哈哈，正道的光
3602,niubi
3603,牛逼
3604,花了老三一个庄园
3605,来了来了
3606,全体起立
3607,结义讲究的义气，当然拜关公啊
3608,爱了爱了
3609,一周前在B站搜了下还没有，放假刚回来就看见了
3610,督邮也要上贡，也难
3611,不是蓝天野
3612,投币啊
3613,哦要钱来的
3614,一下炼出3件神器
3615,督邮就是那匹马
3616,这个时代是皇甫嵩，孙坚两人最强。
3617,这歌唱的好悲愤啊
3618,张三还是个庄园主啊
3619,督邮演的真好
3620,俺也来了
3621,刘备有原则
3622,能有这样的兄弟，此生无憾
3623,俺也一样
3624,俺也一样
3625,和孙坚官一样了
3626,片尾曲听的人伤心
3627,一开口就暴漏了老传销了hhhh
3628,卖官鬻爵
3629,片尾曲才是泪点
3630,·泪目
3631,句句扎心啊
3632,牛逼！！！！！！b站威武！！！！
3633,那豆沙呢？
3634,00001 牛不牛？
3635,你为什么不开大啊
3636,俺也一样
3637,合影
3638,B站牛逼！！！
3639,刘备武力值也不低啊
3640,公孙家还是挺有牌面的
3641,这真是没想到 b站还有这样的魄力
3642,合影
3643,有点黑泽明的味儿了
3644,俺也一样
3645,三载亡秦 五年灭楚
3646,地  摊  经  济
3647,明显是不要币
3648,有官方鬼畜。打铁那段
3649,老四是赵云
3650,这TM不是缘分吗
3651,there is one i could call king
3652,张飞这蹄子是块爆碳
3653,666666
3654,卖草鞋的上线了
3655,metoo
3656,哈哈哈
3657,卖官鬻爵
3658,俺也一样
3659,奥利给，兄弟们，干了
3660,看热闹就是有好处
3661,一般电视剧叫演职员表，四大名著的老剧整个一封神榜
3662,假胡子都要掉了
3663,今晚关二爷买单
3664,俺也一样
3665,真性情曹公！
3666,这tm是八岁？
3667,打工是不可能打工的，自己创业
3668,太牛了 00001
3669,汾酒必喝，喝酒必汾
3670,这一百
3671,我发现了什么！全体起立！！！！
3672,风神腿
3673,俺也一样
3674,面拉
3675,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
3676,6666
3677,33212
3678,俺也一样
3679,、
3680,佩服
3681,三爷
3682,白骨露于野，千里无鸡鸣
3683,蜀国的旗号肯定是汉啊
3684,窝心炮
3685,好可爱
3686,三爷果然有钱，穿的比他俩好
3687,刘备对两个兄弟是真好，为了给关羽报仇江山不要了
3688,吴淼水？
3689,老剧不带字幕丝毫不影响观看体验
3690,走你
3691,土豪飞！
3692,爷青回
3693,俺也一样
3694,曹操上线了
3695,葛相
3696,祖传的忽悠技能了，高祖光武用过都说好
3697,刘备又要放大了
3698,俺也一样
3699,刘皇叔这人可肛
3700,俺也一样
3701,做了一辈子兄弟 结了一辈子义的三个人
3702,这一拜，传奇开始！
3703,飞飞的肉啊哈哈哈哈
3704,传奇开始
3705,有文化的认就是不一样。说话都一套一套的
3706,荣辱与共生死相随的三个人
3707,二爷隐藏技：嘲讽
3708,俺也一样
3709,前面确实，刘备深得民心，更加擅长治国
3710,法外狂徒张三
3711,刘备县里藏有大规模杀伤性武器
3712,我要创业
3713,俺也一样
3714,俺也一样
3715,俺也一样
3716,来了
3717,名为君臣 实为兄弟 食则同器 寝则同床
3718,备备：我也想吃
3719,b站牛逼！！！！
3720,唉 ，摆地摊卖AJ吧
3721,回来了！还是1080P的！
3722,只是因为在人群中多看了你一眼
3723,刘欢老师啊！
3724,开始了
3725,王刚
3726,张飞:控制一下表情，
3727,名场面来了
3728,合影
3729,皇叔乱世混了几十年，大小场面经了无数，能是个武力值低下的软柿子？
3730,灵帝死的太早，不然皇权还是很强的
3731,聚散皆是缘，离合总关情
3732,和你
3733,俺也一样
3734,爷笑了，好像百姓不知道他是什么货色来着。
3735,啊这
3736,哼
3737,俺也一样
3738,老三国有军队的支持，人力足的
3739,古人寿命很短的，28已经是半生了
3740,好碗
3741,俺也一样
3742,大衣哥
3743,俺也一样
3744,拍的和纪录片一样
3745,俺也一样！！
3746,白嫖先祖之一
3747,俺也一样
3748,来了来了
3749,俺也一样
3750,关羽：走！一起打！
3751,出门要带口罩啊
3752,正是在下
3753,带好口罩
3754,这画质i了i了
3755,ohhhhhhh
3756,九阳豆浆机代言人
3757,美国现状
3758,计划通
3759,俺也一样
3760,雷公助我
3761,俺也一样
3762,有人来问我就会讲，但是无人来
3763,俺也一样
3764,暴打一顿，同意！
3765,二爷还是更胜一筹
3766,俺也一样
3767,不愧是当老大的男人
3768,在KTV唱服一帮老爷们
3769,这才是电视剧
3770,哈哈哈哈哈哈哈哈哈哈
3771,俺也一样
3772,泪目
3773,骑马与砍杀
3774,没仇没冤的，可以瞎编啊
3775,刘备：我用尽了一生的力量
3776,十五岁胡子就这么多了
3777,会滚动的字幕是原著原文
3778,我们老刘家这棵树够不够大
3779,我小时候看以为督邮的演员是被张飞打死的→_→
3780,神器之所以神不是因为本身有多高端，而是因为使用者超乎寻常
3781,手磨豆浆
3782,俺也一样
3783,精汉落泪
3784,俺也一样
3785,官方鬼畜的五帧
3786,群演架势力道都很足
3787,讲究
3788,冷艳锯
3789,大弟 三哥
3790,俺也一样
3791,卖剪子嘞~
3792,王教头是你吗
3793,马这一倒，整个战场上的惨烈劲立马就出来了
3794,天地日月壮我情怀
3795,不不序齿都知道谁是二哥三弟，我怀疑你们在演刘备
3796,人言否?
3797,刘备：不是这样打的，要切中路
3798,尤大人
3799,俺也一样
3800,我单抽了，ssr有了，后面怎么打
3801,我不信
3802,俺也一样
3803,这扇子可以去历史博物馆查史料描述和雕刻，根据文字脑补一下真就差不多是这么个玩意
3804,合影
3805,俺也一样
3806,俺也一样
3807,危
3808,关二爷在上，我刘备，我关羽，我张飞结义为异姓兄弟
3809,密密麻麻
3810,祭品，社稷
3811,俺也一样
3812,来了
3813,这道具很逼真啊
3814,刘备报官，关羽危
3815,关羽身高一米九，头却占了一米八
3816,备备魅力值加1
3817,俺也一样
3818,三爷不差钱
3819,雷公助我
3820,大汉刘氏集团无限公司
3821,？？？？？？？？？？？
3822,？？？？？？？？？？
3823,打工是不可能的，一辈子也不可能，要当也要当老大
3824,自桓帝灵帝以来
3825,二爷这臂力可以
3826,笑死
3827,俺也一样
3828,？？？？？？？？？
3829,这就拉上手啦？
3830,给我亿块
3831,梦开始的地方
3832,一看就是主角的样子
3833,窦宪一击，导致了罗马帝国崩溃
3834,无中生友系列
3835,俺也一样
3836,宴桃园豪杰三结义，斩黄巾英雄首立功
3837,刘备如果在现代已经是个影帝了
3838,俺也一样
3839,装逼爽文套路啊哈哈哈
3840,这都是独立团的老兵
3841,刘备现在23，。。。。。
3842,咱不打工 自己干
3843,砍呀，砍呀，砍我呀
3844,刘备：二弟我也要
3845,因为你是地主
3846,刘备分析天下大事还是有点见识的嘛
3847,公孙瓒真的够意思的了
3848,董卓是讨伐边疆立的功，打黄巾反而不行
3849,阉人张飞在此
3850,俺也一样
3851,真土豪
3852,破壁机
3853,是人是鬼都在秀，只有黄巾在挨揍
3854,豆浆机
3855,哈啦少
3856,逢酒必喝，喝酒必疯
3857,名场面
3858,卢植这会儿干嘛呢
3859,回火的重偃月刀
3860,教主！！
3861,吃瓜. jpg
3862,豆子就扔了
3863,祢豆子
3864,战神孙坚上线
3865,精汉落泪
3866,飞哥有钱，你早言语啊
3867,残酷处决
3868,我这就去奋斗 你别说了
3869,俺也一样
3870,卧槽
3871,有钱
3872,跟我干
3873,刘备按现在话来说是搞传销的
3874,娘要嫁人
3875,加入我刘氏草鞋厂
3876,俺也一眼
3877,哈哈
3878,这投资绝了
3879,历史上刘备是黑社会老大，关于张飞差不多是刘备小弟
3880,以前单字贵 双字贱
3881,我有一个朋友
3882,你出钱
3883,稻、黍、稷、麦、菽
3884,俺也一样
3885,666
3886,仅次于三英战吕布的武力值
3887,姜子牙？
3888,俺也  一样
3889,梦想开始的地方
3890,没钱啊
3891,AC米兰
3892,俺也一样
3893,这段不许玩梗！！！全体起立！！！
3894,无情卖惨
3895,哈哈哈哈，现在看来有点尴尬
3896,这能扇风么。。。
3897,俺也一样
3898,曼联。。
3899,俺也一样
3900,。。。。
3901,我有一个朋友
3902,老传销了
3903,三个男人
3904,好歹是卢植的学生
3905,俺来啦
3906,刘欢老师声音真好听
3907,丞相牌面
3908,俺也一样
3909,督邮。。。。
3910,梦开始的地方
3911,曼联nb
3912,俺也一样
3913,莱斯特城
3914,俺也一样！！
3915,这就叫“昭烈”
3916,俺也一样
3917,俺也一样
3918,上好的后防
3919,吴启华.jpg
3920,央视出个高清电脑修复版就好了
3921,ko no o le da
3922,俺也一样
3923,有生之年，
3924,戴口罩再走
3925,新手村出神器
3926,哈哈，来我大德州了
3927,死了张屠夫 还得吃带毛猪
3928,欧尼酱！呆siki！
3929,字体太清晰了，重做的？人物稍模糊
3930,俺也一样
3931,米兰 毛米兰
3932,苍天已死！！！黄天当立！！
3933,阿森纳
3934,哭了
3935,三国不列
3936,最佳忽悠人
3937,关羽|：你他么捏我豆
3938,666
3939,哈哈哈哈，想起日版有一段，跟黑道出门一样，笑死我了
3940,前面的串台了
3941,现在练级呢
3942,这才是古风
3943,就我一个
3944,我有个朋友
3945,热情礼貌但一问三不知
3946,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
3947,俺也一样
3948,这不打一顿
3949,卫 宫 士 郎
3950,开始表演
3951,屠夫穿这么好的衣服
3952,你懂个屁
3953,众星亿亿，不若一日之明，柱天群行之言，不若国一贤良，吾乃大贤良师，尔等肉体凡胎，还不速速退去
3954,泪目
3955,我拜我自己
3956,大场面
3957,热心摊主
3958,这么黑
3959,咆哮
3960,以前的美术功底真是艺术啊！
3961,二爷比三爷还猛……
3962,gudingdao
3963,怎么删了这么多
3964,从隔壁来的
3965,为什么老是说中山靖王之后，直接说刘邦之后不就完了
3966,这样的汉朝该亡
3967,张角
3968,从林妹妹那里来的
3969,皇叔老师同学都很牛壁的
3970,俺也一样
3971,你瞅啥哈哈哈哈哈
3972,成也桃园三结义 败也桃园三结义
3973,俺也一样
3974,俺也一样
3975,上课了
3976,俺也一样
3977,名场面
3978,雷公助我！
3979,生气气
3980,俺也一样
3981,俺也一样
3982,开始欣赏三国的传奇，诸位艺术家的神作
3983,神将刘虞
3984,跟投资人讲故事
3985,法外狂徒张三
3986,俺也一样
3987,俺也一样
3988,3d max
3989,合影
3990,兴备搓手终于又等到了
3991,灵寿中山国人士路过！
3992,大魏吴王！
3993,毛阿敏
3994,我看到了米国
3995,井中月
3996,俺也一样
3997,刘大力
3998,合影
3999,老板好！
4000,小破站牛逼啊
4001,老甘龙是你吗
4002,皇叔巅峰
4003,幼稚
4004,俺也一样
4005,俺也一样
4006,班主任的凝视
4007,苍天已死，黄天当立
4008,.
4009,石人一只眼，挑动黄河天下反
4010,和尚摸得我摸不得？
4011,下次一定
4012,爱是一道光
4013,B站厉害了
4014,那时候的电视真敢说
4015,有劲啊
4016,大将军何进正在屋中端坐
4017,二爷在上！！
4018,为什么我不能加速？
4019,黄红黑
4020,编织业祖师爷来了
4021,织席贩履之辈上线
4022,俺也一样
4023,剃头业祖师爷来；了
4024,张飞根本不心疼那些猪肉
4025,杀猪业祖师爷来了
4026,自己干啊
4027,那时候没冰箱，所以放在井中
4028,一个小二都演的这么好，感谢前辈们的艺术作品
4029,子贡飞
4030,牛逼
4031,苍天死 黄天立 民心顺 天下太平
4032,大衣哥是什么东西
4033,双臂过膝？？众所周知力臂长做功大、
4034,俺也一样
4035,买官
4036,财神
4037,45度角
4038,废史立牧 可得回合结束
4039,清晰度好高
4040,俺也一样
4041,最强武神刘备即将上线
4042,这么爱玩梗
4043,民风淳朴
4044,最强武神刘备上线
4045,俺也一样
4046,开始忽悠了
4047,你说的这个朋友到底是不是你自己？
4048,俺也一样
4049,基本盘来了。
4050,俺也一样
4051,匡扶汉室！
4052,哈哈
4053,危
4054,垃圾吧倒，18路诸侯中就没刘备
4055,忽悠接着忽悠
4056,飞飞歪头卖萌
4057,打工是不可能打工的
4058,哈
4059,俺也一样
4060,俺也一样
4061,皇帝如流水
4062,你们哭啥
4063,这个旁白爱了爱了
4064,我有一个朋友
4065,这里不该用白话
4066,苍天已死！黄天当立！
4067,小时候以为主题曲是诸葛亮唱的……
4068,俺也一样
4069,俺也一样
4070,开局两个SSR
4071,俺不一样!
4072,不错，正是在下
4073,这眼神新三行吗？
4074,刘皇叔
4075,赐？
4076,秒啊
4077,挨冻k
4078,正道的光
4079,帽子戏法
4080,牛逼
4081,贿赂京官，克扣粮饷
4082,终于回来了
4083,三人在关二爷前拜了
4084,刘欢！
4085,俺也一样
4086,让你挪 你干嘛举起来啊
4087,臭卖鞋的，你瞅啥？
4088,新手村铁匠
4089,美丽风景线
4090,豆子，豆子，二爷，你的豆子忘了
4091,俺也一样
4092,俺也一样
4093,梦开始的地方
4094,俺也一样
4095,我最喜欢看的电视剧！
4096,地摊经济
4097,俺也一样
4098,俺来观战
4099,？？督邮当年就走了?
4100,豆粉更贵吧 憨憨
4101,回来了
4102,俺也一样
4103,大魏吴王孙十万
4104,杨慎还活着的话估计会要版权的
4105,刘备武力值最高
4106,亮亮
4107,俺也一样
4108,你们要信我哦^0^
4109,无限出杀！
4110,喂鸽子
4111,县蔚相当于公安局长
4112,俺也一样
4113,好心分手
4114,都是小宝宝
4115,大弟
4116,人间五十年，
4117,三哥
4118,天哪
4119,全文背诵
4120,铁匠：我可是干将传人
4121,老百姓过不下去了
4122,三弟不可造次
4123,迈右脚讲究
4124,俺也一样
4125,汉灵帝很聪明，没有这么怂
4126,汉末传销头目2333
4127,俺也一样
4128,三兄弟一个卖草鞋一个卖绿豆一个卖肉猪
4129,天气预报说今天要下雨
4130,弹幕护体
4131,雷公助我！
4132,格局！
4133,俺也一样
4134,开了个无双
4135,你现在知道我是玄德公了？
4136,俺也一样
4137,杠精哈哈哈哈哈
4138,俺也一样
4139,俺也一样！
4140,回来了回来了
4141,俺也一样
4142,那是驴叫吗？好可爱啊
4143,俺也一样
4144,杨慎这个词太好了
4145,俺也一样
4146,庄上
4147,二爷有钱啊 穿的不错
4148,张三你来啦
4149,刘备这个老狐狸，真是好谋算
4150,挖槽
4151,老三，翻译翻译
4152,俺也一样
4153,俺也一样
4154,演的太形象了吧
4155,把地压进去一块，好细节
4156,兴，百姓苦；亡，百姓苦
4157,俺也一样
4158,赤发鬼-刘唐
4159,这货不是马超吗？
4160,俺也一样
4161,来了。 老弟
4162,演的太好了，感动
4163,三爷最有钱
4164,举手投足之间都是气场，精彩！
4165,nb
4166,环眼贼
4167,切做臊子
4168,你拿二十万银子，这事儿我给你办了
4169,空手套白狼
4170,大作
4171,俺也一样
4172,俺俺俺俺
4173,俺也一样
4174,俺也一样
4175,午逼
4176,摆摊咯
4177,新版张飞一坨*
4178,CNN报道
4179,玛德好杠
4180,合影
4181,点燃三国序幕的男人
4182,汉昭烈帝，大备备
4183,俺也一样
4184,弹幕怎么设么少
4185,诸葛亮上线
4186,好家伙
4187,这才两天、一集五千八弹幕、你们是复读机吗？
4188,好帮手，简称“工具人”
4189,爷青回！
4190,那些说刘备忽悠人的，看来是不懂志同道合的意义了
4191,曹老板！
4192,2020年，世界从一体化进程慢了下来，有点要分的感觉了！
4193,你和哥哥
4194,生子当如孙仲谋！
4195,中山靖王儿子好像有一百多吧
4196,俺也一样
4197,nmb
4198,刘皇叔啊
4199,督邮这个演员已经去世 可惜了
4200,刘备：我的技能CD冷却20年
4201,二爷：三弟快别打了，还是宰了他吧
4202,一个是阆苑仙葩，一个是美玉无瑕～对不起，走错了
4203,爷青回，小破站牛逼!
4204,豆馅那个有毒
4205,来了
4206,合影
4207,刘备：人心不古 我要去西天取经
4208,俺也一样
4209,无敌！
4210,我会背这段
4211,俺也一样
4212,萌新刚才抽到这两个武将，请问强吗，我是不是亏了
4213,B站牛皮！！！
4214,董贼初登场
4215,俺也一样
4216,早就是平头老百姓了
4217,毛阿敏
4218,关二爷
4219,雷霆蜘蛛
4220,哈哈哈哈哈哈哈哈哈
4221,结拜不拜关公？
4222,古代人显老
4223,俺也一样
4224,66666666
4225,空手套白狼
4226,俺也一样!!!
4227,黄书来了
4228,俺也一样!!!
4229,俺也一样
4230,二爷让你家破产
4231,担当生前事 何记身后评
4232,天降猛男
4233,以上企业均已倒闭
4234,东汉的皇帝很多寿命都不长
4235,张飞：没听懂
4236,梦开始的地方
4237,二爷：牛杂，好吃的牛杂
4238,刘皇叔
4239,哈哈哈，二哥更厉害，直接杀了
4240,哼~
4241,飞哥快报官，这是个逃犯
4242,小飞飞牌豆浆机
4243,汉隶可还行。小时候看不觉得，现在觉得拍得太有心了
4244,梦开始的地方！！！！！
4245,绿——豆——
4246,俺也一样
4247,黄天当立!!!
4248,哈哈
4249,冲气帝
4250,试问今日之域中，竟是谁家之天下？
4251,你去做甚，听出山西口音了
4252,合影留念
4253,梦开始的地方
4254,俺也一样!!!
4255,俺也一样
4256,豆粉警告
4257,合影
4258,骗吃骗喝的，散了吧，散了吧。
4259,666
4260,有生之年
4261,合影
4262,卧槽！！！！！！！！！！
4263,俺也一样
4264,无中生友
4265,开演
4266,无中生友
4267,刘备武力值很高的，长期他自己也要上场打
4268,卢植公孙瓒从小都认识他爹 督邮这不是找死
4269,正道的光
4270,b站牛逼
4271,前面拳打镇关西的笑死我
4272,俺也一样
4273,杀我
4274,雷霆之诛，灭君毁城
4275,就唉就唉
4276,俺也一样
4277,兄弟情义 真好啊 想回家了
4278,卧槽
4279,哈哈
4280,那是张飞
4281,这绝逼传销
4282,永远无法超越的经典
4283,刘焉？丈八？
4284,鼠年有毒，鼠年天灾几率都高些
4285,白手起家
4286,就等你接话了2333
4287,道家起源是张道陵五斗米教，继承人就是汉中张鲁
4288,全体起立
4289,放在原处小机灵鬼
4290,右下角那个马赛克是咋回事
4291,张飞是卖猪肉的，那个年代卖猪肉，懂吧
4292,百姓盼来一个好官容易吗
4293,这没法看了 全屏弹幕
4294,你要信我啊
4295,抬啊
4296,？？？？？？？？？？？？？？
4297,曹老板！
4298,哈哈哈
4299,我家还蛮大的
4300,投币
4301,刘备可是拜卢植为师的，水平很高的
4302,俺也一样
4303,三国第一，刘备
4304,俺也一样
4305,为什么后来结拜直白关二爷，不败其他两位
4306,来人，喂皇上吃饼
4307,俺也一样
4308,俺也一样
4309,请选择你的公主
4310,张角你都干大
4311,6
4312,弹幕护体
4313,《情商》
4314,就这?
4315,周倩周倩是我写的
4316,倩倩
4317,我
4318,梦开始的地方
4319,666
4320,草鞋？？？
4321,正是在下
4322,俺也一样
4323,我吕布生平不爱斗狠
4324,汉亡于士族豪强土地兼并
4325,俺也一样
4326,俺也一样
4327,俺也一样
4328,俺来啦
4329,为兄打野去了，你辅助吧
4330,字幕都变了
4331,me too
4332,战术喝酒
4333,开局就两个ssr
4334,□□□□△
4335,关羽是卖枣的吧
4336,俺也一样
4337,喇叭裤？有点潮啊
4338,史上第一台人肉豆浆机
4339,三国后浪
4340,创业宣讲
4341,得得得得得得得得得得得得
4342,分久必合合久必分
4343,想我关羽三国武力第二
4344,送钱的来了
4345,上好的豆粉买些吧
4346,刘备：我红开，张飞你跟我，关羽看下蓝
4347,刘备 很慌
4348,撒     币
4349,猪肉钱不要了，豆子钱可得给啊
4350,格局
4351,俺也一样
4352,上报国家，下安黎庶
4353,仁德之君，则所向披靡也
4354,俺也一样
4355,俺也一样、
4356,赞叹不已！
4357,刘欢老师的歌配上这一幕让人感叹良多
4358,牛逼
4359,哇，这配音
4360,乙瑛汉隶风
4361,刘备后面就是为了给兄弟报仇，太重义气了
4362,俺也一样
4363,刘备义勇军准备
4364,分  手  大  师
4365,武圣来了
4366,你们不要再打了啦！
4367,黄书
4368,真的难
4369,杨洪基老师
4370,爷青回
4371,观皇榜一龙分二虎
4372,俺也一样
4373,俺也一眼样
4374,刘备:你TM还不知道说的就是我吗
4375,杠杆原理
4376,珣狗小师弟
4377,空手套白狼
4378,真的感人
4379,故技重施?
4380,大哥！！
4381,这时候亮亮还是个小屁孩
4382,假如董卓换曹操收了三兄弟是不是三国结束了
4383,先帝创业为半而中道崩殂
4384,就是豆粉，就是豆粉，就是豆粉
4385,不应该打双股剑，王者之剑一把足矣
4386,俺也一样
4387,俺也一样
4388,传销开始
4389,《创业》
4390,俺也一样
4391,听完它
4392,双开两个ssr锻造三把神兵。
4393,好吓人啊这个人长的
4394,俺也一样
4395,三国几个势力里面 刘备的起点是最低的
4396,你说的那个朋友是不是你自己
4397,卖官鬻爵
4398,俺也一样
4399,正是在下
4400,老公你说句话呀
4401,下雨？
4402,空手套白狼
4403,这样玩扇看着就欠鞭
4404,俺也一样！
4405,汉贼不两立，王室不偏安
4406,红楼梦来的
4407,"以前的人都喜欢用姓带一个名,成人及冠会取字。"
4408,好高清啊！！！
4409,公孙瓒
4410,俺  也  一  样
4411,汉朝的漆器用的多。
4412,你们这也信？
4413,俩人都打得没力气了刘皇叔当然能拉开
4414,俺   也   一   样
4415,皇叔好厉害啊，已经看透天下局势啦
4416,这句话是骆宾王写给武则天的。
4417,刘皇叔开局首充了，你们懂得吧
4418,怒气满了，张飞开大
4419,骆宾王讨伐武则天原话是
4420,俺也一样
