,弹幕内容
1179,俺也一样
1180,说得好
1181,"没错,正是在下"
1182,戴上口罩
1183,二爷仗义
1184,飞飞真可爱
1185,二爷！！
1186,战术哭泣
1187,28？？？？
1188,俺也一样
1189,声泪俱下啊
1190,正是在下
1191,财神爷
1192,想起后期不得泪目
1193,二爷声望+100
1194,来了来了来了来了
1195,小破站nb！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！1
1196,俺也一样
1197,计划通
1198,俺也一样
1199,正是在下
1200,技术入股
1201,于谦父亲于鬻菊
1202,群众路线
1203,哼唧唧～
1204,我们唱着东方红
1205,就是豆粉就是豆粉就是豆粉
1206,合影
1207,《过秦论》好评
1208,二  刀  流
1209,开局双神将加三神器 不知道刷了多少次啊
1210,这一段是写二爷持强而不凌弱
1211,问拜谁的是眼瞎？ 看不见桌子上的五谷
1212,ehah\
1213,?????
1214,四年啊，终于回来了
1215,俺也一样
1216,现在打死还来得及
1217,这哥们哪找去
1218,哈哈哈哈哈
1219,哈哈哈哈哈哈，打完就跑
1220,这手就拉上了？
1221,打了半天一滴血没流
1222,俺也一样
1223,相谈甚欢
1224,汉献帝在哪
1225,提醒一下大家，如果觉得弹幕碍事，就把屏蔽等级设为9哦
1226,天公将军没了
1227,哈哈哈哈
1228,。。。。。
1229,精彩
1230,危
1231,最强时刻
1232,杀我我有闪
1233,董卓  再怎么说 也是将军
1234,江东泰戈尔
1235,曹老板我爱你
1236,危
1237,哦豆豆呦
1238,俺也一样
1239,大家一起看才有意思
1240,爷青回
1241,已投币
1242,前方俺也一样警告
1243,四部里花钱最多的应该是三国
1244,哦豆豆呦
1245,苍天已死 黄天当立
1246,几度夕阳红
1247,俺是为了看弹幕来的
1248,关二爷管的太宽了
1249,哈哈哈哈哈哈哈
1250,我不是正在说
1251,戏精
1252,28警告！
1253,桃园三坑
1254,张土豪
1255,6666666
1256,刘备打的督邮
1257,天使投资到账
1258,俺也一样
1259,俺也一样
1260,那种扇子叫座便面
1261,俺也一样
1262,。。
1263,三兄弟睡一张床
1264,为什么关关是绿帽子
1265,卖官鬻爵
1266,俺也一样
1267,失敬失敬哈哈
1268,怎么就大哥了，还没说年龄呢
1269,俺也一样
1270,浑身是铁，打几根钉子
1271,俺也一样
1272,张飞被洗脑了
1273,老传销老传销
1274,和兔兔一起看三国
1275,芜湖~
1276,哈哈哈，。。这套路必须学会啊
1277,真的是天花板了
1278,俺也一样
1279,曹老板！
1280,俺也一样
1281,俺也一样
1282,神装现世
1283,哼
1284,妈耶，太熟悉了，小时候看看天
1285,俺也一样
1286,这就是官府
1287,俺也一样
1288,打他
1289,俺也一样
1290,二哥猛了，一开口杀了
1291,我摊牌了
1292,爷青回
1293,公孙瓒的小师弟
1294,董卓 你摊上事儿了
1295,这音乐真的好听
1296,不如老同学一句话
1297,织席贩履之辈
1298,这项目我张多鱼头了
1299,空手套白狼
1300,创业导师
1301,来了，张角教主！
1302,我会背俺也一样
1303,俺也一样
1304,中山靖王之后以身世入股
1305,白发渔樵
1306,俺也一样
1307,123
1308,鞠躬尽瘁死而后已。
1309,俺也一样
1310,俺也一样
1311,俺也一样
1312,拜的是天下社稷，黎民苍生
1313,俺也一样
1314,还在嘴硬
1315,爷青回
1316,要来了要来了
1317,刘备老师是卢植啊
1318,哦豆豆呦，欧尼酱！
1319,俺也一样
1320,梦开始的地方
1321,地摊经济时代前来考古
1322,前方高能！！！！
1323,风投已经到位
1324,俺也一样
1325,刘备：你投资就行
1326,没钱啊！
1327,办他，办他
1328,俺也一样
1329,新三国请的李逵
1330,皇叔：嘴炮之术
1331,正是在下
1332,大汉帝国！！
1333,俺也一样
1334,刘备笑了
1335,台词太难了，还是12345来的好
1336,三哥
1337,俺也一样
1338,三哥，二弟
1339,无中生友
1340,然后哥仨一起去偷苞米，被老乡发现，二爷三爷扔了大爷跑了，曹操骑着摩托去把大爷赎回来的
1341,当年这演技！爆炸！
1342,三哥
1343,我的cp！！
1344,合影
1345,俺也一样
1346,好轻的磨盘（心说）
1347,不要打架！
1348,我的cp！给我锁死！！！！
1349,没有人了吗
1350,锁死！！！
1351,俺也一样！
1352,俺也一样
1353,"上好的豆粉,買些吧"
1354,俺也一样
1355,左边的是皮鞋！
1356,主要张角没闪
1357,滚滚长江东逝水，就回荡心头了，虽然是片尾曲
1358,二爷暗示，只能投币了
1359,危
1360,哈哈哈哈哈
1361,邮都  危！
1362,关羽入伙
1363,土味顺口溜
1364,欧尼酱，欧豆豆呦~~~
1365,这一拜
1366,二爷真高
1367,俺也一样
1368,张飞有钱人啊，穿着华丽
1369,俺也一样！
1370,织席贩具之徒来了
1371,三爷起步最富吧 好像是个地主
1372,我是来磨豆子的
1373,在现场
1374,好手力
1375,俺也一样
1376,纵横
1377,说对了
1378,俺也一样
1379,俺也一样
1380,俺也一样俺也一样
1381,BGM
1382,成败生死转头空，唯有英雄豪情在！
1383,西园八校尉
1384,气势恢宏
1385,看来皇叔也不是简单的角色，能分开他俩
1386,片尾曲 超好听
1387,这营销不错
1388,分收大师，好身手
1389,俺也一样
1390,哈哈哈哈
1391,俺也一样
1392,二爷真帅啊！
1393,马上要打 造神器了
1394,复读姬
1395,毛阿敏？
1396,挟天子以令诸侯
1397,吹水啊
1398,装X之王---关二
1399,00001号 有排面
1400,俺也一样
1401,曹贼
1402,俺也一样！！
1403,皇上视我如父
1404,我觉得大哥武力才是最高的(汗)
1405,我从未见过有如此厚颜无耻之人
1406,张飞Level Up
1407,皇叔武力最强吧 哈哈哈哈
1408,秦汉印都很小的，大概拇指大，海昏侯刘贺印也小
1409,绿豆不要了
1410,关长二人没刘备带就是两个武夫，说到底领导的格局是决定性的
1411,俺也一样
1412,刘备憋屈+1
1413,俺也一样
1414,1250个小伙伴好
1415,废史立牧 可得回合结束
1416,摇头舞扇
1417,俺也一样
1418,马上要死
1419,呼风唤雨驱雷掣电
1420,拜————
1421,我摊牌了  我是皇族
1422,张飞：明明我出钱，为什么我做三弟
1423,疯狂暗示
1424,蕾姆
1425,下次也不一定
1426,矛来了矛来了
1427,正是在下
1428,杀尽天下负心人，谁识英雄是白身
1429,才研究生毕业
1430,害怕
1431,群演直接拉军区的嘛，央视牛
1432,地摊经济
1433,翼德在线教做人
1434,草！草！（曹操）
1435,说刘备忽悠的，关羽死后刘备讨伐东吴，可是兑现了承诺的
1436,卧槽 回来了
1437,Double Kill
1438,准备好
1439,俺也一样
1440,大型哲学现场
1441,督邮可理解为巡视组
1442,匡扶汉室！
1443,狗头军师
1444,俺也一样
1445,俺也一样
1446,居然挑衅我关二爷
1447,杀！
1448,来了
1449,县尉县公安局长
1450,666
1451,去吧
1452,俺也一样
1453,俺也一样
1454,这绿豆保熟吗
1455,俺也一样
1456,套路
1457,百折不挠，唯有刘备，皇叔真英雄也
1458,合影
1459,开始你的表演
1460,鞭打督邮他气冲牛斗！
1461,大哥仁慈
1462,快送3分
1463,俺也一样
1464,不懂啊，说人话
1465,合影
1466,我关二爷还会做推销，以为是高冷范儿的
1467,有文化的人就是不一样
1468,我爱小破站！！！！
1469,我泪目
1470,他是阉人啊
1471,俺也一样
1472,俺也一样
1473,俺也一样
1474,毛阿敏
1475,俺也一样
1476,三国剑圣
1477,俺也一样
1478,mgyjue
1479,卖官鬻爵
1480,气派
1481,你瞅啥
1482,我爱死B站了
1483,boss在后面观战，已经被他俩的面试表现满意了
1484,戴上口罩
1485,经费充足
1486,这演技
1487,留名
1488,危
1489,哈哈，我有一位朋友也想知道系列
1490,古代版的中国合伙人
1491,CCTV8
1492,爷青回
1493,公台兄你怎么来买肉了？
1494,看我发现了什么
1495,填词:杨慎
1496,ohhhhhhhhhhhhhhhhhhhh 
1497,一起看有意思
1498,张飞历史上是书法家啊，怎么可能没文化啊
1499,关羽武力99 张飞99 刘皇叔198
1500,这些场景就很真实
1501,王司徒
1502,爷青回
1503,风神腿
1504,居然还有大郎，剧组走心了
1505,二倍速新世界
1506,要钱没有
1507,没钱
1508,没有张飞就起飞不了了
1509,嗯
1510,青回
1511,我等俱是白虎
1512,哎呀呀，那可太好了
1513,我
1514,亮亮我来了
1515,俺也一样
1516,28岁只能当军阀啦
1517,台词语气真到位
1518,都有庄了……
1519,俺也一样！！
1520,关二，张三
1521,爷的青春回来了！
1522,浑身是铁打几根钉子
1523,你俩为什么不怀疑一下
1524,俺也一样
1525,皇叔要开始洗脑了
1526,哈哈哈哈，皇叔开始铺垫，自己师出有名
1527,俺也一样
1528,俺也一样
1529,俺也一样
1530,张总，俺也有梦想
1531,黑椒的呢  还是
1532,俺也一样
1533,飞飞真上道
1534,@美帝
1535,关羽原名长生，杀了人跑路了
1536,空降成功
1537,空降成功兄弟们
1538,《微词》
1539,俺也一样！
1540,刘备：你要信我呀
1541,听说这部戏当年光盒饭花了80万
1542,战术叹气
1543,你回来了！！！！！！
1544,天使轮拉到！
1545,刘备的谥号可是昭烈皇帝，什么脾气你们心里还没点b数吗
1546,俺也一样
1547,东西不玩了吗
1548,忠肝义胆
1549,无中生友
1550,啊啊啊啊天哪简直我喜欢激动擦擦擦擦擦
1551,冲冲冲
1552,28程序员
1553,无名铁匠牛批啊
1554,爷青回
1555,俺也一样
1556,后浪那个你站住
1557,兄弟齐心，蜀国建立！
1558,永恒的经典，无法超越！
1559,公孙瓒老同学了
1560,如果张飞庙
1561,去过张飞庙
1562,去过张飞庙
1563,这片尾的构图真的神了
1564,好眼光
1565,项羽：这个我懂
1566,呵呵哈哈哈或或或
1567,来了 来了 
1568,俺也一样
1569,白嫖成功
1570,nb
1571,俺也一样
1572,徽城王德发申请出战
1573,俺也一样
1574,666
1575,拜的是社（土地）稷（五谷）
1576,我好像看到穿皮鞋的走过了
1577,拉赞助
1578,俺也一样
1579,你管这叫颇有家业
1580,梦开始的地方
1581,传销老祖刘玄德
1582,俺也一样
1583,上好的豆粉 买些吧
1584,小破站牛逼！
1585,三弟：我就是想出去上个厕所 憋得慌
1586,绿豆保熟吗
1587,俺也一样
1588,俺也一样
1589,俺也一样
1590,俺也一样
1591,俺也一样
1592,妙啊
1593,俺也一样
1594,董卓是袁家的故吏吧
1595,啊这...
1596,俺也一样
1597,这样的人成不了气候  看不起人
1598,为什么我都笑傻了哈哈哈
1599,俺也一样
1600,雅 尔 塔 会 议
1601,欲成Dark事
1602,牛逼
1603,变脸开始
1604,都是十幾歲小孩？？？？？
1605,历史上是刘备打的督邮
1606,大树底下你管这叫颇有家业
1607,在下深圳人
1608,中国最早的融资
1609,小破站np！
1610,啊这
1611,俺也一样
1612,俺也一样
1613,俺也一样
1614,五丈原后面这些主题曲里的主角都不在了。。难怪看的提不起神
1615,哦哟
1616,我要看完它
1617,大众创业万众创新
1618,借一步说话
1619,996
1620,话疗
1621,俺也一样
1622,开开心心
1623,996
1624,哥哥！！
1625,俺也一样
1626,俺也一样
1627,旁白听着真舒服
1628,人形磨豆机
1629,复读机哈哈哈啊哈
1630,董卓早年在凉州剿先零羌发的家
1631,打起来打起来
1632,哎呀
1633,失禁失禁
1634,开始洗脑模式
1635,打野打肉了！！
1636,三国第一武力来了，一个人干关羽张飞
1637,合影，留名
1638,全体起立！
1639,领导发话
1640,自我美化
1641,俺也一样
1642,58吧
1643,力气真大！
1644,无中生有
1645,这 这
1646,舒服了
1647,俺也一样
1648,兄弟啊
1649,住手。你们住手。你们不要在打了啦~
1650,张飞家老有钱了，怎么可能不读点书
1651,天使投资人
1652,玄德准备发动技能
1653,俺也一样
1654,俺也一样
1655,融资租赁有限公司
1656,天使投资人笑死
1657,俺也一样
1658,俺也一样
1659,中国合伙人
1660,融资
1661,新手村打出这装备就离谱
1662,IPO
1663,张飞这个歪头真可爱
1664,又没钱又没人 就靠一张嘴忽悠关张替他支摊子 最早的传销手段 佩服 佩服
1665,季汉女孩落泪
1666,人海战术学说
1667,暗夜一样
1668,雷公助我
1669,俺也一样！
1670,放权
1671,俺也一样！俺也一样！
1672,复读机？
1673,经典白给
1674,关羽告张飞剽窃知识产权
1675,白给
1676,复读机
1677,完犊子 套牢了
1678,这算是交浅言深吗？
1679,刘备果然英雄！
1680,不学瓦岗一炉香
1681,以德服人（物理）
1682,万万
1683,俺也一样
1684,乱世佳人
1685,【解锁首个注名角色：汉和帝】
1686,交朋友就得称自己是草根的时候才能交才更容易得到真心朋友交朋友要趁早交朋友要趁早
1687,注意张飞的衣着，电视剧真的很用心，张飞是有钱人啊
1688,二爷是武财神
1689,【解锁首个注名角色：汉和帝】
1690,这关二爷 脸装是拍的吧 太真了
1691,俺也一样
1692,俺也一样
1693,剧情好快 啊
1694,上好的豆粉 买些吧
1695,二爷也是好管闲事之人啊 哈哈
1696,汉朝的时候看热闹的人就已经很多了
1697,白嫖师祖
1698,去练舞室打
1699,正是在下
1700,二爷这身板，还是山西出身的，真是用心了
1701,经典配乐
1702,有点吓人
1703,贩夫走卒，引车卖浆
1704,俺也一样
1705,昭烈皇帝排面！！！
1706,确认过眼神
1707,牛逼
1708,确认过眼神，你就是对的人
1709,曹老板！
1710,敌羞偶去偷他衣
1711,法外狂徒
1712,东汉末年分三国
1713,二爷是体恤底层民众的性格
1714,俺也一样
1715,二爷套路真深。。
1716,俺也一样
1717,刘备 武力（101）
1718,赔钱
1719,三弟笑得像个憨憨
1720,笑死 俺也一样
1721,刘备哭x1
1722,俺也一样！！
1723,打工是不可能打工的
1724,妈妈！！有骷髅
1725,萌新抽到这两个，请问好用吗？
1726,黄黑红
1727,萌新抽到这两个，请问好用吗？
1728,抓住了命运的后颈皮
1729,双限定开局
1730,汉朝的时候就已经这么民风淳朴了
1731,2333333
1732,你把钱全都浪完了吧
1733,这个时候关张二人已经很累了
1734,俺也一样
1735,俺也一样
1736,三爷是复读机祖宗。。
1737,刘贤德！
1738,俺也一样
1739,卧槽~
1740,锄头钉耙
1741,三位大佬举起了
1742,俺也一样
1743,俺也一样！
1744,合影
1745,卧槽
1746,哼
1747,残阳如血
1748,泪目
1749,俺也一样
1750,督邮走好～～
1751,那年28 站着如喽啰
1752,张飞这家境肯定不差这点钱
1753,俺也一样
1754,不要屈身于他人，请屈身于我
1755,忽悠，接着忽悠
1756,看上去都是挺不正常的
1757,士族门阀vs穷苦百姓
1758,巨作
1759,打工是不可能的
1760,厚颜无耻
1761,乌拉！
1762,关二爷是战神！三弟你大不过的~
1763,到你这年头，中山靖王之后怕是跟耗子一般多了
1764,张飞不是拆一骑的吗[doge]
1765,俺也一样
1766,俺也一样
1767,啊
1768,这个扇子有文物出土考证
1769,这眼光还流批
1770,得得得得得
1771,求学四方:喜音乐，狗马，美衣服
1772,刘张好感+10
1773,俺也一样
1774,真_爷春回
1775,俺也一样
1776,成团出道
1777,俺也一样
1778,祢豆子的是魔鬼吧
1779,細節：席地而坐（跪坐）
1780,董卓年轻时候马上开双弓也是平民出身
1781,俺也一样
1782,俺也一样
1783,刘备的确最有见识，所以当大哥
1784,俺也一样
1785,俺也一样
1786,刘备：发动招募之术
1787,表白丞相
1788,明白为啥夷陵之战了嘛
1789,雷霆嘎巴
1790,这画质
1791,哈哈
1792,历史上是孙坚斩的华雄
1793,你们仨咋就不敢跟黄忠结拜呢
1794,白嫖成功
1795,美 国 暴 乱
1796,俺也一样
1797,曾经b站的di
1798,拉投资，达成
1799,曾经b站的巅峰
1800,婴儿车呢？
1801,脸都看不到了！
1802,关二爷在上，我等三人结为兄弟
1803,俺也一样
1804,把滤镜给我关了
1805,终于来了
1806,关二爷！
1807,SSR+1
1808,关二爷在上！你我兄弟三人
1809,俺也一样
1810,傲娇三连
1811,你要信我呀
1812,我枯了~你们呢
1813,危
1814,西汉东汉没有直接的继承关系
1815,得得得得得得得得得得得得得得得得得
1816,来了来了
1817,三国是真经典
1818,啊这
1819,拜的是太阳神
1820,爷青回
1821,俺也一样！
1822,二爷帅
1823,冷艳锯
1824,俺也一样
1825,曹老板排面！！！
1826,这个清晰度爱了爱了
1827,暗示投币
1828,看热闹不嫌事大
1829,俺也一样
1830,拜见丞相！
1831,豆馅
1832,俺也一样
1833,就是豆粉就是豆粉就是豆粉!
1834,开局神装
1835,你骂我是贼？
1836,俺也一样
1837,你是来打架的
1838,俺也一样！
1839,哦哦哦哦哦哦
1840,俺也一样！
1841,桃园三坑
1842,汉剑是用剑彘别在腰带上的
1843,俺也一样
1844,上好的豆粉，买些吧
1845,现在看起来还是比较壮观的场面啊
1846,梦开始的地方
1847,滚滚长江东逝水
1848,只有曹操看得起三兄弟前期，说明眼光差距
1849,法外狂徒，张三
1850,第一集 猴王出世
1851,三爷是真性情中人
1852,哈哈
1853,你咋骂人呢
1854,后面的群演都演得这么认真
1855,怨妇刘备
1856,三爷比水浒传里的108将更水浒
1857,分手大师
1858,啊啊啊啊啊主公帅炸天!!!!!!
1859,孙十万
1860,俺也一样
1861,俺也一样
1862,双抽两个SSR
1863,啊这
1864,刘备是真能忍
1865,想吃猪肉呀！
1866,三国不裂
1867,三爷要去抽鞭子了
1868,看到桃园再想到以后就剩子龙了，有点伤心了
1869,好演技
1870,搅乱队形
1871,"刘备：“萌新求问，刚开局抽到两个SSR,请问有用吗?”"
1872,高清啊~
1873,考完啦！
1874,战术叹气
1875,刘备是刘邦的第七十多代后人
1876,季汉女孩落泪
1877,三回啊 三回
1878,想到吸奇侠了
1879,危
1880,梦开始的地方
1881,cctv
1882,我去，一个龙套这么带感
1883,扯胡子啊
1884,刘备：你们不要再打啦
1885,问就是打钱
1886,俺也一样
1887,主公帅炸天!
1888,苍天已死黄天当立
1889,杠杆原理 刘备胳膊长
1890,官方鬼畜
1891,你们不要再打了啦！！！
1892,刘明
1893,曹操么么
1894,后面草堂放火好像也是类似剧情
1895,曹老板！！
1896,雷公助我
1897,些许猪肉
1898,其实这是个东汉的普遍现象，也是曹老板第一个整治的
1899,三爷真的是土豪啊
1900,俺也一样
1901,张飞可是智勇双全哦
1902,卢植被逮了awa
1903,画面很像漂亮国
1904,张董出资
1905,牛逼
1906,挂在脖子上还行。。
1907,俺也一样
1908,俺也一样
1909,这些神器是因为用的人很神，不是什么村好剑
1910,比水浒热闹啊
1911,建议打野
1912,刘备:我不去
1913,开始忽悠
1914,被张飞打死了滑稽滑稽
1915,俺也一样
1916,爷的青春回来了小破站np
1917,额额额额
1918,俺自己
1919,张飞武力98
1920,卧槽，二爷你更狠
1921,下次一定
1922,关于酎金可以看看《海昏侯考古纪录片》，好多金饼马蹄金
1923,滚滚长江东逝水
1924,大哥你说句话啊
1925,滚滚长江东逝水
1926,滚滚长江东逝水
1927,俺也一样
1928,666
1929,林黛玉别苏进桃园
1930,和哈哈哈哈哈哈哈哈哈哈或或或或或或
1931,雷公助我
1932,刘草席
1933,俺也一样
1934,黄巾军大部被曹老板收了
1935,俺也一样
1936,牛逼
1937,那个时候交通信息都不发达，十天之内响应那是神速了，真是不得了的事情
1938,牛批
1939,白嫖
1940,金宝 是你吗？
1941,新版的跟这版比就是个渣渣
1942,弹幕呢
1943,俺也一样
1944,眯眯眼都是怪物
1945,俺也一样
1946,你给汉昭烈帝气受?
1947,刘焉的名字，原来的字幕错了，这里改过来了
1948,没弹幕？
1949,感觉这说话的语速，1.25倍速比较好
1950,可爱飞飞
1951,我爱二爷！
1952,哼唧唧
1953,来了
1954,小破站nb
1955,细节，汉唐做生意有时间限制
1956,新三国二爷就是个逼王
1957,画质牛逼
1958,暗示投币
1959,苍天已死
1960,玩家刘备声望值信任值加1000
1961,俺也一样
1962,苍天已死，黄天当立~
1963,俺也一样
1964,俺也一样！
1965,不小了
1966,合影
1967,关羽拳打镇关西
1968,俺也一样
1969,俺也一样
1970,俺也一样
1971,枪在手 跟我走
1972,一个卖草鞋的，一个卖猪肉的，一个卖豆的
1973,辛苦b站了，谈了好久的版权，终于买到了
1974,俺也一样
1975,备备长得好
1976,注水肉
1977,终于讲重点了
1978,大叫补
1979,如果你觉得国家不好，那你就去建设他。
1980,俺也一样
1981,昭烈皇帝不能打怎当得起一个烈字
1982,下次一定
1983,哈哈哈哈哈
1984,张三，永远的法外狂徒
1985,张飞：还是你狠
1986,俺也一样
1987,如果这里是曹老板的话，估计后边就没这么多事了
1988,你要信我呀
1989,美国现状…
1990,偷税漏税
1991,这初一上册历史书都有
1992,哈哈哈哈
1993,汾酒必喝，喝酒必汾。
1994,通缉犯
1995,俺也一样
1996,你们不要再打开了啦！
1997,俺也一样
1998,俺也一样
1999,于谦口音
2000,黄巾那年的雨季
2001,全体起立
2002,俺也一样
2003,卖官鬻爵
2004,开局三个SSR
2005,现在也一样  神奇不神奇
2006,关羽机智，先把督邮的罪行抖搂出来，自己就占理了
2007,擦我也哭了
2008,鸡汤
2009,生死不改
2010,不可能，我2G天下无敌！
2011,贝贝老太极宗师了
2012,入股
2013,俺也一样
2014,怪不得要拜关二爷啊
2015,这群演的肌肉
2016,贼喊捉贼
2017,俺也一样！！！
2018,俺也一样
2019,见证历史
2020,石中剑
2021,脱鞋有脚气怎么办
2022,我有上将潘凤可斩华雄
2023,知道了我把督邮拖到城外打
2024,雷霆嘎巴
2025,俺也一样
2026,玄德合艺
2027,俺也一样
2028,铁牛，休得无礼
2029,别砸自己摊位啊
2030,铁牛，休得无礼
2031,我以为张斌很穷呢就是个杀猪的
2032,发起进攻    收到
2033,俺也一样
2034,俺也一样
2035,斯大林三巨头
2036,计划通
2037,大气
2038,平均武力值最高的集市
2039,公孙瓒混的好啊
2040,谁敢与我决一死战
2041,占
2042,黄天当立！！！！！
2043,开局只有一双草鞋装备全靠捡
2044,俺也一样
2045,俺也一样
2046,前面的弹幕，季汉女孩就是喜欢蜀汉的姑娘的意思，季汉是当时蜀汉的国号，是先主和后主的诏书里都有自称“季汉”，蜀汉是吴魏对季汉的称呼
2047,洒家结果了你这厮
2048,俺也一样！
2049,俺也一样
2050,刘备，我要一双草鞋
2051,主 公 联 结
2052,这电视剧94年花了1.7个亿，想想换算成现在的物价，得是多少啊，而且没有流量明星，都是实打实的花钱啊
2053,御三家
2054,俺也一样。
2055,爷青回
2056,俺也一样
2057,免费！
2058,排面
2059,读过书就是不一样看着没读书的曝发户
2060,俺也一样！
2061,我又回来了！！！！
2062,脸红什么
2063,精神焕发
2064,最早的三黑
2065,皇叔！
2066,我来了
2067,好喜欢这个歌
2068,快进到曹丕
2069,牛呀小破站
2070,丞相好！
2071,五爸？
2072,季汉粉留名！
2073,老装聋作哑了
2074,大皇帝！
2075,我有一个朋友
2076,俺也一样
2077,张飞——愤怒的刘备心里话翻译官
2078,牛大人
2079,当然有涿州的了，隔壁就是张飞店村。老三国在涿州建的影视城不能说和这个没有关系
2080,do you do you do you
2081,笑，还敢笑
2082,这种小地方出名将神器？？？
2083,俺也一样！
2084,小关关剪牛杂了
2085,2085回来考古
2086,这自信！俺颇有家资
2087,从水浒传过来，有几个演员脸盲
2088,刘备：我小名就叫贵人
2089,俺也一样
2090,合影留念
2091,俺也一样
2092,俺也一样
2093,俺也一样
2094,我不装了 我是汉室之后我摊牌啦
2095,前面的，曹操还专门收集小寡妇呢
2096,亮亮，丞相
2097,哈哈哈哈哈好可爱
2098,有字幕  爱了爱了
2099,NB
2100,嗯呐
2101,我想创立自主草鞋品牌
2102,哈哈哈哈太可爱了
2103,走了可坑了我们
2104,俺也一样
2105,俺也一样
2106,老板
2107,来了来了
2108,俺也一样
2109,爷青回
2110,曹操出行
2111,俺也一样
2112,卧槽
2113,俺也一样
2114,俺也一样
2115,俺也一样
2116,【俺也来了】
2117,哟挺有文化的啊飞飞
2118,老铁们我做的对吗
2119,我有个朋友
2120,黄背心
2121,俺也一样
2122,俺也一样
2123,我不去
2124,看出关羽这里侠义心肠，好打抱不平。
2125,备备你开始了？
2126,飞:听不懂
2127,换在现代，就是好多管闲事
2128,x
2129,他是你哥哥啊
2130,张:哦，啥意思？
2131,ohhhhh
2132,俺也一样
2133,我的快乐回来了！！！！！
2134,许愿黄书
2135,要学桃园三结义，不学瓦岗一炉香
2136,哈哈哈哈哈哈哈哈哈
2137,二爷你少管闲事
2138,俺也一样
2139,爱了爱了
2140,俺也一样
2141,俺也一样
2142,备备不容易啊2333
2143,意气风发啊
2144,俺也一样
2145,督邮这身衣服是真好看华贵
2146,妙脆角~~~~！
2147,握着我的抱枕
2148,俺也一样
2149,毒
2150,自抬身价
2151,你币有了
2152,俺也一样
2153,泪目
2154,神签前面刘邦的那位你穿越了吧？
2155,那么你说的那个人是谁呢？（冷漠）
2156,CCTV
2157,英文版，me too
2158,只因为在人群之中看了你一眼~~
2159,俺也一样
2160,刘备暗中观察
2161,十八辈祖宗
2162,【俺也来了】
2163,这就骗来两张ssr
2164,这五花肉不错
2165,手磨豆浆
2166,俺也一样
2167,美利坚行为
2168,关羽当年杀了人有经验，好二哥啊
2169,在无锡的三国城拍的
2170,嘿嘿嘿嘿嘿嘿好可爱
2171,看出来了张飞本质就是复读机
2172,开局全凭嘴
2173,哈哈哈哈哈
2174,这瓜熟么？
2175,杀猪的有钱
2176,俺也一样
2177,哈哈哈哈哈哈哈
2178,me too
2179,地摊经济三人组，资产合并于四川上市。
2180,泪目
2181,来了来了
2182,爷青回
2183,前面还好，后半段英雄凋零听起来尤为伤感
2184,城管来了
2185,俺也一样
2186,还有脚，脚也要搭上。
2187,俺也一样
2188,牛二直呼内行
2189,买装备去了？
2190,三弟吃亏了
2191,俺也一样
2192,俺也一样
2193,俺也一样
2194,←二爷推车
2195,俺也一样
2196,欧尼酱
2197,光和末，黄巾起
2198,逃犯
2199,合影
2200,俺也一样
2201,果然当老大会忽悠就好了
2202,俺也一样
2203,刘建国
2204,就是豆粉就是豆粉就是豆粉
2205,不为大汉效力
2206,就是想造反
2207,达成成就哔哩哔哩看三国
2208,等了好久终于有了
2209,前方高能
2210,我等俱是白嫖
2211,等了好久终于有了
2212,俺也一样
2213,打钱
2214,卢植这会儿正倒霉呢吧，要不也是朝中大树了
2215,诸葛村夫你
2216,俺也一样
2217,张飞是托
2218,俺也一样
2219,俺也一样
2220,俺也一样
2221,历史上刘备并不穷吧
2222,刘备膂力过人
2223,春风得意遇知音
2224,dngzuo
2225,冒纸～
2226,俺也一样
2227,开始撤退
2228,开始了
2229,是我朋友
2230,2D   3D
2231,差钱啊
2232,上好的豆粉，买些吧
2233,燕人张飞在此
2234,牛皮
2235,燕人张飞在此
2236,燕人张飞在此
2237,燕人张飞在此
2238,吏治如此，国安得不亡
2239,复读机复读机
2240,关羽在此，尔等受死
2241,  中国和伙人
2242,在？？我来止息你了
2243,欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉
2244,木大木大木大木大木大木大木大木大
2245,这哥三据说拍戏的时候穷到偷人家地里的玉米，剧组还钱把人要回来了
2246,动作戏确实不行
2247,话术
2248,B站牛逼
2249,俺也一样
2250,林黛玉单臂擒方腊
2251,.
2252,苍天已死
2253,刘备：跟卢植几年没白学
2254,黄天当立
2255,俺也一样
2256,才28？！！
2257,天下大吉
2258,无中生友
2259,骆宾王人都傻了
2260,可以娶走东家
2261,俺也一样
2262,大力出奇迹
2263,新手村 连抽2个SSR
2264,来了来了他来了
2265,俺也一样
2266,无中生友第一人哈哈哈哈
2267,俺也一样
2268,俺也一样
2269,俺也一样
2270,俺也一样
2271,二爷发财
2272,财神爷
2273,出现了，皇叔の哭
2274,where run
2275,俺也一样
2276,飞飞要给哥哥出气！
2277,千古江山，英雄无觅孙仲谋处
2278,摊牌了
2279,哈哈哈哈
2280,哈哈哈哈哈哈哈
2281,俺也一样
2282,单挑王牛逼！！！
2283,saber卒
2284,大队长
2285,刘备:不是这样打的
2286,年少万兜鍪，坐断东南战未休
2287,唐僧什么时候出来啊
2288,咋人家孙坚真材实料
2289,张飞这投资能力
2290,你们不要再打了啦
2291,俺也一样
2292,董卓黄巾期间被贬过吧
2293,技能：财神降世
